Team_Season,Team,QB,RB,WR,TE,OL,Offense,IDL,EDGE,LB,S,CB,Defense,Season,W_PCT,Playoffs,SB,Cap,QB_P,RB_P,WR_P,TE_P,OL_P,IDL_P,EDGE_P,LB_P,S_P,CB_P,Defense_P,Offense_P,Dead_Open_Specials,W
Patriots 2016,Patriots,15259305,5014925,17034672,12753868,26847155,76909925,5119235,14912527,13450124,12755434,4775449,51012769,2016,0.875,1,1,155270000,0.09827593868744768,0.03229809364333097,0.10971000193211825,0.08213993688413732,0.17290626006311585,0.03296989115733883,0.09604255168416308,0.08662409995491724,0.08215002254137953,0.030755773813357378,0.32854233915115605,0.4953302312101501,0.17612742963869388,14
Saints 2016,Saints,18617300,4961190,5224319,5726719,19176356,53705884,5140464,9660901,9598215,16579686,4828050,45807316,2016,0.438,0,0,155270000,0.11990275004830296,0.03195201906356669,0.03364667353642043,0.03688232755844658,0.12350329104141174,0.03310661428479423,0.062220010304630646,0.061816287756810716,0.10677971275842081,0.031094544986153154,0.2950171700908096,0.3458870612481484,0.3590957686610421,7
Giants 2016,Giants,25595300,9665597,15930551,3014714,13382316,67588478,9138463,24753166,12393270,3598913,21773449,71657261,2016,0.688,1,0,155270000,0.16484382044181103,0.062250254395569006,0.10259902750048303,0.019415946415920655,0.08618738970825014,0.058855303664584274,0.15942014555290784,0.07981754363367038,0.02317841823919624,0.140229593611129,0.46150100470148775,0.43529643846203386,0.10320255683647839,11
Jets 2016,Jets,10107898,5337110,20760335,2530923,27844419,66580685,21908891,2652225,10859069,7858962,24531901,67811048,2016,0.313,0,0,155270000,0.06509884716944676,0.03437309203323243,0.13370474013009595,0.016300141688671346,0.17932903329683778,0.14110189347588073,0.017081374380112063,0.06993668448509048,0.05061481290654988,0.15799511174083855,0.4367298769884717,0.4288058543182843,0.13446426869324402,5
Eagles 2016,Eagles,9960643,10317028,4931355,6394996,33687976,65291998,9762192,19854836,12105117,11531668,7119979,60373792,2016,0.438,0,0,155270000,0.06415046692857602,0.06644572679848007,0.031759869904038125,0.04118629484124428,0.21696384362722998,0.06287236426869325,0.12787296966574355,0.07796172473755394,0.07426848715141367,0.04585547111483223,0.38883101693823663,0.4205062020995685,0.1906627809621948,7
Steelers 2016,Steelers,25334805,4433346,16885326,4133728,28392364,79179569,14224578,10044940,20449321,7261255,6603699,58583793,2016,0.688,1,0,155270000,0.163166129967154,0.028552495652733947,0.10874815482707542,0.026622837637663425,0.18285801507052232,0.09161188896760482,0.06469337283441746,0.13170168738326785,0.04676534423906743,0.042530424421974626,0.3773027178463322,0.5099476331551491,0.11274964899851869,11
49ers 2016,49ers,23694507,3028926,11876072,5615042,16923639,61138186,9996826,13678890,16215848,10807904,9075198,59774666,2016,0.125,0,0,155270000,0.1526019643202164,0.019507477297610615,0.07648658465898113,0.03616308366072003,0.10899490564822567,0.06438349971018226,0.08809744316352161,0.10443645263090101,0.06960716171829716,0.05844785212855027,0.3849724093514523,0.39375401558575385,0.22127357506279388,2
Seahawks 2016,Seahawks,18997000,2236171,13750952,12684653,6307577,53976353,5661793,17312549,15426110,17920176,20642727,76963355,2016,0.656,1,0,155270000,0.12234816770786372,0.01440182263154505,0.08856155084691184,0.08169416500289818,0.04062328202485992,0.0364641785277259,0.11149963933792748,0.0993502286339924,0.11541299671539898,0.13294729825465318,0.49567434146969797,0.3476289882140787,0.15669667031622336,10
Buccaneers 2016,Buccaneers,8192029,9960806,20084145,4575686,28332177,71144843,18489165,14390783,15028993,5670300,21537490,75116731,2016,0.563,0,0,155270000,0.05275989566561474,0.06415151671282282,0.1293498100083725,0.029469221356347008,0.18247038706768853,0.1190775101436208,0.09268231467765828,0.09679263862948412,0.036518966960778,0.13870992464738843,0.4837813550589296,0.4582008308108456,0.058017814130224776,9
Titans 2016,Titans,7534058,7603960,14852328,10992080,21398613,62381039,15355883,17193846,8042363,10382798,13084964,64059854,2016,0.563,0,0,155270000,0.0485223030849488,0.04897249951697044,0.09565484639659948,0.0707933277516584,0.13781550202872417,0.09889793907387132,0.11073514523088814,0.05179598763444323,0.06686931152186514,0.08427232562632833,0.4125707090873961,0.40175847877890125,0.18567081213370262,9
Commanders 2016,Commanders,22237334,2428948,23519793,8387911,26070817,82644803,9823954,11615247,4179207,7736030,10733385,44087823,2016,0.531,0,0,155270000,0.14321719585238615,0.015643382495008695,0.15147673729632252,0.05402145295292072,0.16790633734784569,0.06327013589231661,0.07480676885425389,0.026915740323307787,0.04982308237264121,0.06912722998647518,0.28394295742899467,0.5322651059444838,0.1837919366265215,8
Packers 2016,Packers,19910320,4891731,20545094,3544204,20810535,69701884,14048475,32922762,1857299,10976780,16459880,76265196,2016,0.625,1,0,155270000,0.12823030849487987,0.03150467572615444,0.13231850325239905,0.02282607071552779,0.1340280479165325,0.09047771623623366,0.212035563856508,0.011961737618342242,0.07069478972113093,0.10600811489663167,0.49117792232884655,0.4489076061054937,0.059914471565659766,10
Cardinals 2015,Cardinals,11834168,2946734,16186291,5182957,29469242,65619392,23944442,5601270,9462857,4181310,22409565,65599444,2015,0.813,1,0,143280000,0.08259469570072585,0.020566261864879955,0.1129696468453378,0.03617362506979341,0.20567589335566722,0.16711642936906757,0.03909317420435511,0.0660445072585148,0.029182788944723616,0.15640399916247907,0.45784089893914015,0.45798012283640427,0.08417897822445553,13
Falcons 2015,Falcons,20208674,2086750,23948138,2839587,15191609,64274758,14046673,11391348,6048588,7655153,5104050,44245812,2015,0.5,0,0,143280000,0.1410432300390843,0.014564140145170296,0.16714222501395867,0.019818446398659966,0.10602742183137912,0.09803652289223898,0.07950410385259632,0.042215159128978226,0.05342792434394193,0.035622906197654944,0.3088066164154104,0.44859546342825235,0.2425979201563373,8
Ravens 2015,Ravens,16944412,2913788,9824791,8910235,20756704,59349930,6445633,14548637,7764297,17048671,7299764,53107002,2015,0.313,0,0,143280000,0.1182608319374651,0.02033632049134562,0.06857056811836963,0.0621875697934115,0.1448681183696259,0.044986271635957566,0.10153990089335567,0.05418967755443886,0.11898849106644332,0.050947543271915134,0.37065188442211056,0.41422340871021773,0.2151247068676717,5
Bills 2015,Bills,3732738,7707163,12781663,5735146,15086305,45043015,16827353,27384012,7282129,5657363,16809630,73960487,2015,0.5,0,0,143280000,0.026052051926298156,0.0537909198771636,0.08920758654383026,0.04002754048017867,0.10529246929089894,0.11744383724176438,0.19112236180904524,0.05082446259073144,0.03948466638749302,0.11732014237855946,0.5161954704075935,0.3143705681183696,0.1694339614740369,8
Panthers 2015,Panthers,15429000,9847396,8456702,8146666,21230527,63110291,6489428,23632158,18067227,5187392,4940895,58317100,2015,0.938,1,0,143280000,0.10768425460636516,0.06872833612506979,0.05902220826353992,0.05685836125069793,0.14817509073143495,0.04529193188163037,0.16493689279731993,0.12609734087102178,0.036204578447794525,0.03448419179229481,0.4070149357900614,0.44046825097710773,0.15251681323283084,15
Bears 2015,Bears,16725388,11448751,12781274,7560294,17921204,66436911,5097132,17841113,4210126,8796854,6925380,42870605,2015,0.375,0,0,143280000,0.1167321887213847,0.07990473897264098,0.08920487158012283,0.052765871021775546,0.12507819653824678,0.03557462311557789,0.1245192141261865,0.02938390563930765,0.06139624511446119,0.04833458961474037,0.2992085776102736,0.46368586683417085,0.23710555555555557,6
Bengals 2015,Bengals,10238778,4040770,18726078,3962305,26041777,63009708,14160300,11753976,20598622,8119150,16808890,71440938,2015,0.75,1,0,143280000,0.07145992462311558,0.028201912339475152,0.13069568676716917,0.02765427833612507,0.18175444584031267,0.09882956448911223,0.08203500837520938,0.14376481016192072,0.056666317699609156,0.11731497766610832,0.49861067839195977,0.43976624790619767,0.06162307370184261,12
Browns 2015,Browns,8093954,1964338,14792090,5193030,27241456,57284868,15138196,14097291,9223625,11656943,23514408,73630463,2015,0.188,0,0,143280000,0.056490466219988836,0.013709785036292573,0.10323904243439419,0.03624392797319933,0.19012741485203796,0.10565463428252372,0.09838980318257956,0.06437482551647125,0.08135778196538247,0.1641150753768844,0.5138921203238415,0.3998106365159129,0.08629724316024556,3
Cowboys 2015,Cowboys,16983000,3636824,11395882,8455213,17609241,58080160,3212519,16676513,12864734,5252185,24161659,62167610,2015,0.25,0,0,143280000,0.11853015075376884,0.025382635399218315,0.0795357481853713,0.05901181602456728,0.12290090033500838,0.022421266052484644,0.1163910734226689,0.08978736739251815,0.03665679089893914,0.16863246091568956,0.4338889586823004,0.4053612506979341,0.16074979061976546,4
Broncos 2015,Broncos,19067139,2115642,23083075,7984142,25231140,77481138,9780662,21029315,3297368,11305871,13543730,58956946,2015,0.75,1,1,143280000,0.13307606783919598,0.014765787269681741,0.16110465522054718,0.055724050809603576,0.17609673366834172,0.06826257677275266,0.14677076353992183,0.023013456169737576,0.07890753070910106,0.09452631211613624,0.41148063930764933,0.5407672948073702,0.04775206588498049,12
Lions 2015,Lions,18498450,5554369,25484600,7702332,10416454,67656205,12313980,11899684,13578562,8736044,5062376,51590646,2015,0.438,0,0,143280000,0.1291069932998325,0.03876583612506979,0.17786571747627025,0.053757202680067,0.0726999860413177,0.08594346733668341,0.08305195421552206,0.09476941652707985,0.06097183137911781,0.0353320491345617,0.3600687185929648,0.47219573562255723,0.16773554578447802,7
Texans 2015,Texans,6357837,10875801,6411093,5702571,22553824,51901126,20580901,9018355,12609806,4828838,23059240,70097140,2015,0.563,1,0,143280000,0.04437351340033501,0.07590592546063651,0.04474520519262982,0.03980018844221105,0.1574108319374651,0.1436411292573981,0.06294217615857063,0.08800813791178112,0.03370210776102736,0.16093830262423228,0.4892318537130095,0.3622356644332775,0.14853248185371304,9
Colts 2015,Colts,10966900,5547765,13153178,4034629,14365795,48068267,14935562,24983566,10511983,5801282,21055447,77287840,2015,0.5,0,0,143280000,0.07654173646007817,0.038719744556113905,0.09180051647124511,0.028159052205471803,0.10026378419877163,0.10424038246789503,0.17436883026242322,0.07336671552205472,0.040489126186488,0.14695314768285875,0.5394182021217198,0.3354848338916806,0.12509696398659964,8
Jaguars 2015,Jaguars,8194273,5564721,7847093,16447200,24810232,62863519,22356097,12025078,13628224,5375948,9416089,62801436,2015,0.313,0,0,143280000,0.057190626744835285,0.03883808626465662,0.054767539084310445,0.11479061976549414,0.17315907314349527,0.1560308277498604,0.08392712171970966,0.09511602456728085,0.03752057509771078,0.06571809743160245,0.43831264656616414,0.43874594500279174,0.12294140843104406,5
Chiefs 2015,Chiefs,21476940,9656539,6172669,2273413,16685651,56265212,11816841,13645289,8095994,14112700,11077574,58748398,2015,0.688,1,0,143280000,0.14989489112227805,0.06739628001116695,0.04308116275823562,0.015866924902289224,0.11645485064209939,0.08247376465661642,0.09523512702400894,0.05650470407593523,0.09849734785036293,0.0773141680625349,0.41002511166945843,0.39269410943606925,0.19728077889447238,11
Raiders 2015,Raiders,1918064,3907750,12243561,4799545,31155998,54024918,10429225,13003817,12767283,14730695,4515992,55447012,2015,0.438,0,0,143280000,0.013386823003908432,0.027273520379676158,0.0854519891122278,0.03349766192071468,0.21744833891680626,0.07278911920714684,0.09075807509771078,0.08910722361809045,0.10281054578447794,0.03151864879955332,0.3869836125069793,0.37705833333333333,0.2359580541596873,7
Chargers 2015,Chargers,23002368,7201545,8556430,10790590,18814927,68365860,13709705,4619834,10188872,12240418,9571186,50330015,2015,0.25,0,0,143280000,0.16054137353433837,0.050262039363484085,0.05971824399776661,0.07531120882188722,0.1313157942490229,0.09568470826353992,0.032243397543271914,0.07111161362367392,0.08543005304299274,0.06680057230597432,0.3512703447794528,0.4771486599664992,0.17158099525404802,4
Rams 2015,Rams,5218449,4573838,11865185,15475441,18702572,55835485,10316492,37018755,10685780,8220899,4293600,70535526,2015,0.438,0,0,143280000,0.03642133584589615,0.03192237576772752,0.08281117392518146,0.10800838218872139,0.13053163037409268,0.07200231714126186,0.25836652010050254,0.07457970407593523,0.05737645868230039,0.029966499162479062,0.49229149916247905,0.3896948981016192,0.11801360273590178,7
Dolphins 2015,Dolphins,7625864,2623010,7039908,6819535,23159445,47267762,11620268,18738508,9272473,10861046,14670090,65162385,2015,0.375,0,0,143280000,0.05322350642099386,0.018306881630374094,0.04913391959798995,0.04759586125069793,0.1616376675041876,0.08110181462869905,0.13078243997766612,0.06471575237297598,0.07580294528196538,0.10238756281407035,0.4547905150753769,0.3298978364042434,0.21531164852037965,6
Vikings 2015,Vikings,5245038,16960950,15700531,8705993,29660487,76272999,10108617,15465984,11870684,5565439,14643487,57654211,2015,0.688,1,0,143280000,0.036606909547738695,0.11837625628140704,0.10957936208821888,0.06076209519821329,0.20701065745393635,0.070551486599665,0.10794237855946398,0.08284955332216638,0.038843097431602455,0.10220189140145171,0.40238840731434955,0.5323352805695143,0.06527631211613616,11
Patriots 2015,Patriots,14791795,4340249,16040318,12066813,21165260,68404435,7937534,12837644,12503493,11471634,4536710,49287015,2015,0.75,1,0,143280000,0.10323698352875489,0.030292078447794527,0.11195085147962032,0.08421840452261306,0.14771957007258515,0.055398757677275264,0.08959829704075935,0.08726614321608041,0.0800644472361809,0.03166324678950307,0.343990891959799,0.477417888051368,0.1785912199888331,12
Saints 2015,Saints,25358586,5692821,9440930,3887942,18404737,62785016,4811895,5489433,10157172,11168099,9757823,41384422,2015,0.438,0,0,143280000,0.17698622278056952,0.03973213986599665,0.06589147124511446,0.02713527359017309,0.12845293830262422,0.0335838567839196,0.0383126256281407,0.07089036850921274,0.07794597292015634,0.06810317560022335,0.2888359994416527,0.43819804578447796,0.2729659547738693,7
Giants 2015,Giants,15240800,6883801,14975789,1889705,23070742,62060837,5124721,13672478,10989660,3336069,17527051,50649979,2015,0.375,0,0,143280000,0.10637074260189838,0.04804439558905639,0.10452114042434395,0.013188895868230039,0.16101857900614183,0.035767176158570634,0.0954248883305416,0.07670058626465662,0.02328356365159129,0.12232726828587381,0.35350348269123394,0.4331437534896706,0.21335276381909551,6
Jets 2015,Jets,5192407,6431875,20552089,4191281,33201673,69569325,17349030,3696387,10546255,8846076,31508947,71946695,2015,0.625,0,0,143280000,0.03623957984366276,0.04489024986041318,0.14344004048017867,0.029252379955332218,0.23172580262423229,0.12108479899497487,0.025798345896147403,0.07360591150195421,0.06173978224455611,0.21991169039642658,0.5021405290340591,0.48554805276381907,0.012311418202121782,10
Eagles 2015,Eagles,17392354,12012071,9224526,6878554,23951203,69458708,8704164,16527523,8452587,11129568,13900914,58714756,2015,0.438,0,0,143280000,0.12138717197096593,0.08383634142936906,0.06438111390284756,0.04800777498604132,0.16716361669458404,0.060749329983249584,0.11535122138470129,0.058993488274706865,0.07767705192629816,0.09701922110552764,0.4097903126744835,0.48477601898380795,0.10543366834170853,7
Steelers 2015,Steelers,20358139,3265082,10701027,6131594,18800947,59256789,14557602,7727575,13207206,5560650,13377624,54430657,2015,0.625,1,0,143280000,0.14208639726409827,0.022788121161362366,0.07468611809045227,0.04279448632049135,0.13121822305974315,0.10160247068676717,0.05393338218872139,0.09217759631490788,0.03880967336683417,0.09336700167504187,0.3798901242322725,0.4135733458961474,0.2065365298715801,10
49ers 2015,49ers,17234471,4458248,13805614,2762661,19757909,58018903,6591793,11474979,10783706,8880119,6467970,44198567,2015,0.313,0,0,143280000,0.12028525265214964,0.031115633724176438,0.09635408989391402,0.019281553601340033,0.13789718732551648,0.04600637213847013,0.0800877931323283,0.07526316303740926,0.061977379955332215,0.04514216917922948,0.3084768774427694,0.4049337171970966,0.286589405360134,5
Seahawks 2015,Seahawks,8554868,10635847,9888081,10063162,12810650,51952608,9600635,18100443,12650324,13893024,15557555,69801981,2015,0.625,1,0,143280000,0.05970734226689001,0.07423120463428252,0.06901229061976549,0.07023424064768286,0.08940989670575097,0.06700610692350642,0.12632916666666666,0.08829092685650475,0.09696415410385259,0.10858148380792854,0.48717183835845895,0.36259497487437187,0.15023318676716912,10
Buccaneers 2015,Buccaneers,5965886,5081515,18129732,4336557,20141348,53655038,23969929,5445509,12188387,4087338,8260432,53951595,2015,0.375,0,0,143280000,0.041637953657174764,0.03546562674483529,0.12653358458961475,0.030266310720268006,0.14057333891680626,0.16729431183696258,0.03800606504745952,0.08506691094360692,0.028526926298157455,0.057652372975991066,0.37654658710217753,0.37447681462869903,0.24897659826912344,6
Titans 2015,Titans,5017020,5286810,8113034,10447500,11157861,40022225,21122812,10312803,6083453,12937775,15939246,66396089,2015,0.188,0,0,143280000,0.035015494137353435,0.036898450586264654,0.056623632049134565,0.07291666666666667,0.07787451842546064,0.14742331099944164,0.07197657035175879,0.04245849385817979,0.09029714544946957,0.11124543551088777,0.4634009561697376,0.27932876186488,0.2572702819653825,3
Commanders 2015,Commanders,8997885,3242342,24335809,5451490,27764389,69791915,20732031,9316339,7356014,6696517,10756352,54857253,2015,0.563,1,0,143280000,0.06279930904522613,0.022629410943606924,0.1698479131769961,0.03804780848687884,0.1937771426577331,0.14469591708542714,0.06502190815187046,0.05134013121161363,0.046737276661083196,0.07507225013958682,0.38286748324958125,0.4871015843104411,0.13003093243997765,9
Packers 2015,Packers,20090908,2917044,13021509,3295825,21065314,60390600,10632552,35680871,1045193,10790891,13207797,71357304,2015,0.625,1,0,143280000,0.14022130094919039,0.02035904522613065,0.09088155360134004,0.023002687046342826,0.1470220128419877,0.07420820770519262,0.24902897124511447,0.007294758514796203,0.07531330960357342,0.09218172110552764,0.49802696817420433,0.42148659966499163,0.08048643216080409,10
Cardinals 2014,Cardinals,16676701,2653397,14667325,4410632,13774076,52182131,25825251,9394096,6943566,3473804,16867423,62504140,2014,0.688,1,0,133000000,0.12538872932330827,0.019950353383458647,0.11028063909774435,0.03316264661654136,0.10356448120300751,0.19417481954887217,0.07063230075187969,0.052207263157894736,0.026118827067669173,0.12682272932330826,0.4699559398496241,0.39234684962406013,0.13769721052631578,11
Falcons 2014,Falcons,18576474,6980028,17966288,1247246,26480666,71250702,14382019,9969271,7666852,7645545,5342576,45006263,2014,0.375,0,0,133000000,0.13967273684210527,0.052481413533834585,0.13508487218045112,0.009377789473684211,0.19910275187969925,0.10813548120300752,0.07495692481203008,0.057645503759398496,0.0574853007518797,0.04016974436090225,0.33839295488721804,0.5357195639097745,0.12588748120300752,6
Ravens 2014,Ravens,15578427,1891185,6901832,4991340,17657641,47020425,21184683,14137592,5493818,5389608,11857910,58063611,2014,0.625,1,0,133000000,0.11713103007518796,0.014219436090225563,0.051893473684210524,0.03752887218045113,0.1327642180451128,0.15928333082706767,0.10629768421052632,0.0413069022556391,0.040523368421052634,0.08915721804511278,0.4365685037593985,0.353537030075188,0.20989446616541352,10
Bills 2014,Bills,6126486,11520979,6857046,3098194,19208595,46811300,13808832,23537100,12589051,7300537,12531233,69766753,2014,0.563,0,0,133000000,0.04606380451127819,0.0866239022556391,0.051556736842105266,0.02329469172932331,0.14442552631578948,0.1038258045112782,0.17697067669172933,0.09465451879699248,0.05489125563909775,0.0942197969924812,0.524562052631579,0.3519646616541353,0.12347328571428573,9
Panthers 2014,Panthers,8743113,11891700,4162200,9273200,16431582,50501795,6505547,26696480,9299071,4944876,1839412,49285386,2014,0.469,1,0,133000000,0.06573769172932331,0.08941127819548872,0.031294736842105264,0.06972330827067669,0.12354572932330828,0.04891388721804511,0.20072541353383458,0.06991782706766918,0.03717951879699248,0.013830165413533834,0.3705668120300752,0.37971274436090224,0.24972044360902257,7
Bears 2014,Bears,19219118,9580845,12299126,7234947,16590321,64924357,4235688,14352349,10686451,4434278,11742197,45450963,2014,0.313,0,0,133000000,0.14450464661654136,0.07203642857142857,0.09247463157894736,0.054398097744360906,0.12473925563909774,0.03184727819548872,0.1079123984962406,0.08034925563909774,0.033340436090225564,0.0882871954887218,0.3417365639097744,0.48815306015037596,0.17011037593984968,5
Bengals 2014,Bengals,10928123,3654864,10856116,8253862,19718975,53411940,16160671,14597786,13702366,6534061,17739200,68734084,2014,0.656,1,0,133000000,0.08216633834586466,0.02748018045112782,0.08162493233082707,0.06205911278195489,0.14826296992481203,0.1215088045112782,0.10975778947368421,0.10302530827067669,0.04912827819548872,0.13337744360902257,0.5167976240601504,0.40159353383458646,0.0816088421052632,10
Browns 2014,Browns,2807980,1529301,10771737,4683350,30648671,50441039,17269848,13935899,7257125,6699334,17398562,62560768,2014,0.438,0,0,133000000,0.02111263157894737,0.011498503759398496,0.0809905037593985,0.03521315789473684,0.23044113533834587,0.12984848120300752,0.1047811954887218,0.05456484962406015,0.05037093233082707,0.13081625563909774,0.4703817142857143,0.37925593233082705,0.1503623533834586,7
Cowboys 2014,Cowboys,12764666,2815945,5655361,9965144,21402763,52603879,5927135,5288895,10078315,4115045,21287488,46696878,2014,0.75,1,0,133000000,0.09597493233082707,0.02117251879699248,0.042521511278195485,0.07492589473684211,0.16092303007518796,0.044564924812030074,0.03976612781954887,0.07577680451127819,0.03094018796992481,0.1600563007518797,0.35110434586466166,0.3955178872180451,0.2533777669172932,12
Broncos 2014,Broncos,18629094,2748063,18771159,3669295,25225932,69043543,7401361,18552790,3982315,7141122,15320403,52397991,2014,0.75,1,0,133000000,0.14006837593984964,0.020662127819548872,0.14113653383458646,0.027588684210526317,0.18966866165413535,0.05564933082706767,0.13949466165413535,0.02994221804511278,0.053692646616541356,0.115191,0.39396985714285715,0.5191243834586466,0.08690575939849621,12
Lions 2014,Lions,17031668,6083043,18606777,5509002,11871158,59101648,27994602,10114648,13479446,5342000,4023173,60953869,2014,0.688,1,0,133000000,0.12805765413533834,0.045737165413533835,0.13990057894736843,0.04142106766917293,0.08925682706766917,0.21048572932330828,0.07604998496240602,0.10134921804511278,0.040165413533834585,0.030249421052631578,0.45829976691729324,0.4443732932330827,0.09732693984962404,11
Texans 2014,Texans,4907663,9457433,19869037,4412445,22861050,61507628,8117519,8070107,8574142,3124451,17795552,45681771,2014,0.563,0,0,133000000,0.03689972180451128,0.07110851879699248,0.14939125563909775,0.03317627819548872,0.1718875939849624,0.06103397744360902,0.0606774962406015,0.06446723308270677,0.02349211278195489,0.13380114285714287,0.343471962406015,0.4624633684210526,0.1940646691729324,9
Colts 2014,Colts,9779454,4019936,11976863,2894739,16559625,45230617,18595139,16302457,7916347,7474934,15753451,66042328,2014,0.688,1,0,133000000,0.07352972932330827,0.030225082706766916,0.0900516015037594,0.021764954887218045,0.12450845864661654,0.13981307518796993,0.12257486466165414,0.059521406015037595,0.05620251127819549,0.118447,0.49655885714285714,0.34007982706766915,0.16336131578947377,11
Jaguars 2014,Jaguars,9554830,6308882,8703307,10592682,15825958,50985659,11745833,17144223,13828131,2960477,4986002,50664666,2014,0.188,0,0,133000000,0.07184082706766917,0.0474352030075188,0.0654383984962406,0.07964422556390978,0.11899216541353383,0.08831453383458647,0.12890393233082706,0.10397090977443608,0.022259225563909774,0.03748873684210526,0.3809373383458647,0.3833508195488722,0.23571184210526308,3
Chiefs 2014,Chiefs,8786939,11495196,17692219,6165390,12179435,56319179,14297941,16416918,7815650,14822053,8579227,61931789,2014,0.563,0,0,133000000,0.06606721052631578,0.08643004511278196,0.1330242030075188,0.04635631578947368,0.0915746992481203,0.10750331578947368,0.12343547368421053,0.05876428571428571,0.11144400751879699,0.06450546616541353,0.46565254887218044,0.4234524736842105,0.11089497744360899,9
Raiders 2014,Raiders,9471691,6996329,9015614,1400205,17354097,44237936,8198430,14641333,5264934,13433828,11631671,53170196,2014,0.188,0,0,133000000,0.07121572180451127,0.05260397744360902,0.06778657142857143,0.010527857142857143,0.13048193233082706,0.061642330827067666,0.11008521052631579,0.03958596992481203,0.10100622556390977,0.08745617293233082,0.3997759097744361,0.3326160601503759,0.26760803007518796,3
Chargers 2014,Chargers,17856766,8605886,10851816,9315091,19973727,66603286,7275737,12045271,6024227,13044216,6186511,44575962,2014,0.563,0,0,133000000,0.1342613984962406,0.06470590977443609,0.0815926015037594,0.07003827819548872,0.1501783984962406,0.054704789473684214,0.09056594736842105,0.04529493984962406,0.09807681203007519,0.04651512030075188,0.33515760902255637,0.5007765864661654,0.16406580451127817,9
Rams 2014,Rams,19930000,3635133,7489962,8642056,26264010,65961161,12047009,21708707,13272617,4207611,3599498,54835442,2014,0.375,0,0,133000000,0.14984962406015037,0.027331827067669172,0.0563155037593985,0.06497786466165413,0.19747375939849623,0.09057901503759398,0.16322336090225564,0.0997941127819549,0.03163617293233083,0.027063894736842106,0.41229655639097745,0.49594857894736843,0.09175486466165417,6
Dolphins 2014,Dolphins,9024346,5275190,28597229,2453213,19150146,64500124,8558325,16269884,19901899,7286117,12603136,64619361,2014,0.5,0,0,133000000,0.06785222556390977,0.03966308270676692,0.21501675939849624,0.01844521052631579,0.14398606015037593,0.0643483082706767,0.12232995488721804,0.14963833834586465,0.05478283458646616,0.09476042105263158,0.4858598571428571,0.48496333834586464,0.029176804511278243,8
Vikings 2014,Vikings,10278077,13954903,10289462,3870027,24118962,62511431,9823887,16318199,13041933,3934664,7924243,51042926,2014,0.438,0,0,133000000,0.07727877443609023,0.10492408270676691,0.07736437593984963,0.029097947368421053,0.1813455789473684,0.0738638120300752,0.12269322556390977,0.09805964661654136,0.02958393984962406,0.05958077443609022,0.3837813984962406,0.47001075939849624,0.14620784210526316,7
Patriots 2014,Patriots,15446036,4537291,13923556,7369559,15395126,56671568,10516902,5631786,12844605,8593385,15181481,52768159,2014,0.75,1,1,133000000,0.11613560902255639,0.03411496992481203,0.1046883909774436,0.05541021804511278,0.11575282706766918,0.07907445112781955,0.042344255639097744,0.09657597744360902,0.06461191729323308,0.11414647368421052,0.39675307518796993,0.426102015037594,0.1771449097744361,12
Saints 2014,Saints,19064118,5399617,12178739,6269241,25334966,68246681,8932135,5228215,10041920,9017368,8305918,41525556,2014,0.438,0,0,133000000,0.14333923308270677,0.04059862406015038,0.09156946616541353,0.04713715037593985,0.19048846616541354,0.06715890977443609,0.03930988721804511,0.07550315789473684,0.06779975939849624,0.06245051127819549,0.31222222556390977,0.513132939849624,0.17464483458646618,7
Giants 2014,Giants,21008400,5120134,12922572,2083825,19002962,60137893,6171260,6942313,14546482,14367378,11998314,54025747,2014,0.375,0,0,133000000,0.1579578947368421,0.03849724812030075,0.0971621954887218,0.015667857142857143,0.1428794135338346,0.04640045112781955,0.05219784210526316,0.10937204511278195,0.1080253984962406,0.09021288721804512,0.4062086240601504,0.4521646090225564,0.14162676691729326,6
Jets 2014,Jets,5402878,6138225,15118083,3321133,27006154,56986473,7501734,7897645,9264790,4571367,7604495,36840031,2014,0.25,0,0,133000000,0.04062314285714286,0.04615206766917293,0.1136697969924812,0.024970924812030074,0.20305378947368422,0.056404015037593985,0.05938078947368421,0.06966007518796992,0.03437118045112782,0.057176654135338345,0.27699271428571426,0.42846972180451126,0.2945375639097745,4
Eagles 2014,Eagles,3772237,16415834,10693053,5720045,29339566,65940735,6088275,17791018,10285319,7603608,13632290,55400510,2014,0.625,0,0,133000000,0.028362684210526314,0.12342732330827068,0.0803988947368421,0.043007857142857146,0.22059824060150376,0.0457765037593985,0.13376705263157895,0.07733322556390977,0.057169984962406016,0.10249842105263159,0.4165451879699248,0.495795,0.08765981203007522,10
Steelers 2014,Steelers,21333138,1669039,7942649,7847766,14731514,53524106,9360367,13428435,15222160,10751868,13352245,62115075,2014,0.688,1,0,133000000,0.16039953383458647,0.012549165413533835,0.05971916541353384,0.05900575939849624,0.11076326315789474,0.0703786992481203,0.10096567669172932,0.11445233082706767,0.08084111278195488,0.10039281954887218,0.46703063909774434,0.4024368872180451,0.13053247368421061,11
49ers 2014,49ers,6114325,8372771,14014025,9364040,22908605,60773766,14858320,9959422,14238165,7042189,7623157,53721253,2014,0.5,0,0,133000000,0.04597236842105263,0.06295316541353384,0.10536860902255639,0.07040631578947368,0.17224515037593985,0.1117166917293233,0.07488287218045113,0.10705387218045113,0.05294878947368421,0.05731696992481203,0.4039191954887218,0.4569456090225564,0.13913519548872189,8
